sampleid,x,y
4032,159,1
4033,690,1
4034,110,1
4035,322,1
4036,260,1
4037,368,1
4038,992,1
4039,504,1
4040,793,1
4041,164,1
4042,275,1
4043,124,1
4044,761,1
4045,197,1
4046,715,1
4047,963,1
4048,471,1
4049,322,1
4050,603,1
4051,739,1
4052,116,1
4053,802,1
4054,727,1
4055,537,1
4056,388,1
4057,146,1
4058,377,1
4059,983,1
4060,636,1
4061,849,1
4062,813,1
4063,268,1
4064,62,1
4065,159,1
4066,790,1
4067,988,1
4068,278,1
4069,322,1
4070,1019,0
4071,179,1
4072,452,1
4073,99,1
4074,816,1
4075,377,1
4076,787,1
4077,932,1
4078,127,1
4079,15,1
4080,929,1
4081,750,1
4082,28,1
4083,946,1
4084,272,1
4085,432,1
4086,697,1
4087,148,1
4088,766,1
4089,945,1
4090,693,1
4091,760,1
4092,1017,0
4093,636,1
4094,44,1
4095,587,1
4096,465,1
4097,676,1
4098,578,1
4099,535,1
4100,369,1
4101,292,1
4102,650,1
4103,760,1
4104,535,1
4105,530,1
4106,163,1
4107,931,1
4108,779,1
4109,451,1
4110,676,1
4111,454,1
4112,945,1
4113,326,1
4114,764,1
4115,449,1
4116,787,1
4117,26,1
4118,715,1
4119,385,1
4120,651,1
4121,348,1
4122,586,1
4123,546,1
4124,766,1
4125,523,1
4126,990,1
4127,970,1
4128,858,1
4129,943,1
4130,48,1
4131,382,1
4132,540,1
4133,817,1
4134,310,1
4135,166,1
4136,400,1
4137,97,1
4138,563,1
4139,376,1
4140,720,1
4141,234,1
4142,316,1
4143,14,1
4144,790,1
4145,934,1
4146,983,1
4147,274,1
4148,1016,0
4149,124,1
4150,882,1
4151,374,1
4152,307,1
4153,197,1
4154,838,1
4155,630,1
4156,396,1
4157,543,1
4158,273,1
4159,88,1
4160,688,1
4161,419,1
4162,629,1
4163,727,1
4164,481,1
4165,570,1
4166,905,1
4167,644,1
4168,86,1
4169,574,1
4170,103,1
4171,169,1
4172,119,1
4173,900,1
4174,765,1
4175,204,1
4176,157,1
4177,909,1
4178,1018,0
4179,564,1
4180,666,1
4181,1013,0
4182,184,1
4183,21,1
4184,492,1
4185,869,1
4186,826,1
4187,804,1
4188,798,1
4189,493,1
4190,454,1
4191,883,1
4192,1020,0
4193,844,1
4194,854,1
4195,369,1
4196,220,1
4197,366,1
4198,290,1
4199,998,1
4200,1023,0
4201,340,1
4202,34,1
4203,114,1
4204,32,1
4205,880,1
4206,546,1
4207,875,1
4208,1008,0
4209,1020,0
4210,250,1
4211,626,1
4212,306,1
4213,971,1
4214,19,1
4215,99,1
4216,61,1
4217,918,1
4218,952,1
4219,371,1
4220,153,1
4221,976,1
4222,508,1
4223,233,1
4224,578,1
4225,943,1
4226,637,1
4227,361,1
4228,116,1
4229,905,1
4230,857,1
4231,487,1
4232,615,1
4233,341,1
4234,799,1
4235,884,1
4236,845,1
4237,134,1
4238,651,1
4239,661,1
4240,802,1
4241,968,1
4242,852,1
4243,35,1
4244,763,1
4245,228,1
4246,526,1
4247,468,1
4248,38,1
4249,980,1
4250,84,1
4251,911,1
4252,539,1
4253,542,1
4254,429,1
4255,591,1
4256,816,1
4257,72,1
4258,384,1
4259,154,1
4260,914,1
4261,609,1
4262,298,1
4263,626,1
4264,795,1
4265,17,1
4266,362,1
4267,395,1
4268,964,1
4269,543,1
4270,126,1
4271,311,1
4272,640,1
4273,831,1
4274,716,1
4275,475,1
4276,104,1
4277,33,1
4278,119,1
4279,131,1
4280,1017,0
4281,534,1
4282,44,1
4283,787,1
4284,865,1
4285,277,1
4286,998,1
4287,541,1
4288,659,1
4289,272,1
4290,528,1
4291,856,1
4292,255,1
4293,826,1
4294,740,1
4295,455,1
4296,445,1
4297,889,1
4298,205,1
4299,237,1
4300,1,1
4301,419,1
4302,850,1
4303,549,1
4304,274,1
4305,426,1
4306,976,1
4307,542,1
4308,541,1
4309,716,1
4310,408,1
4311,305,1
4312,282,1
4313,474,1
4314,384,1
4315,4,1
4316,929,1
4317,704,1
4318,509,1
4319,239,1
4320,915,1
4321,315,1
4322,1002,0
4323,20,1
4324,815,1
4325,819,1
4326,194,1
4327,411,1
4328,325,1
4329,524,1
4330,977,1
4331,820,1
4332,639,1
4333,711,1
4334,427,1
4335,520,1
4336,952,1
4337,77,1
4338,1017,0
4339,723,1
4340,531,1
4341,599,1
4342,31,1
4343,796,1
4344,699,1
4345,917,1
4346,97,1
4347,440,1
4348,841,1
4349,569,1
4350,836,1
4351,358,1
4352,643,1
4353,777,1
4354,611,1
4355,661,1
4356,459,1
4357,161,1
4358,275,1
4359,585,1
4360,520,1
4361,788,1
4362,637,1
4363,249,1
4364,52,1
4365,260,1
4366,585,1
4367,252,1
4368,567,1
4369,1021,0
4370,948,1
4371,650,1
4372,280,1
4373,406,1
4374,832,1
4375,859,1
4376,391,1
4377,211,1
4378,638,1
4379,517,1
4380,837,1
4381,574,1
4382,181,1
4383,166,1
4384,759,1
4385,27,1
4386,251,1
4387,643,1
4388,833,1
4389,272,1
4390,1014,0
4391,397,1
4392,1016,0
4393,962,1
4394,42,1
4395,570,1
4396,605,1
4397,52,1
4398,782,1
4399,943,1
4400,327,1
4401,798,1
4402,1022,0
4403,64,1
4404,938,1
4405,449,1
4406,552,1
4407,935,1
4408,597,1
4409,800,1
4410,324,1
4411,346,1
4412,227,1
4413,865,1
4414,17,1
4415,115,1
4416,957,1
4417,657,1
4418,906,1
4419,968,1
4420,384,1
4421,893,1
4422,38,1
4423,791,1
4424,343,1
4425,549,1
4426,400,1
4427,392,1
4428,803,1
4429,827,1
4430,155,1
4431,67,1
4432,232,1
4433,527,1
4434,1004,0
4435,98,1
4436,182,1
4437,292,1
4438,79,1
4439,615,1
4440,943,1
4441,759,1
4442,875,1
4443,786,1
4444,305,1
4445,467,1
4446,378,1
4447,467,1
4448,747,1
4449,945,1
4450,521,1
4451,273,1
4452,147,1
4453,270,1
4454,337,1
4455,955,1
4456,820,1
4457,616,1
4458,366,1
4459,415,1
4460,360,1
4461,208,1
4462,479,1
4463,663,1
4464,526,1
4465,621,1
4466,566,1
4467,497,1
4468,72,1
4469,687,1
4470,841,1
4471,233,1
4472,17,1
4473,733,1
4474,379,1
4475,140,1
4476,686,1
4477,943,1
4478,13,1
4479,609,1
4480,19,1
4481,77,1
4482,269,1
4483,578,1
4484,430,1
4485,60,1
4486,1020,0
4487,732,1
4488,575,1
4489,948,1
4490,626,1
4491,943,1
4492,57,1
4493,668,1
4494,901,1
4495,879,1
4496,476,1
4497,780,1
4498,255,1
4499,636,1
4500,657,1
4501,929,1
4502,175,1
4503,200,1
4504,48,1
4505,795,1
4506,969,1
4507,181,1
4508,524,1
4509,406,1
4510,227,1
4511,898,1
4512,489,1
4513,235,1
4514,287,1
4515,764,1
4516,614,1
4517,738,1
4518,454,1
4519,295,1
4520,703,1
4521,929,1
4522,401,1
4523,777,1
4524,375,1
4525,1020,0
4526,525,1
4527,674,1
4528,398,1
4529,900,1
4530,644,1
4531,94,1
4532,55,1
4533,445,1
4534,201,1
4535,757,1
4536,534,1
4537,480,1
4538,839,1
4539,942,1
4540,459,1
4541,159,1
4542,931,1
4543,57,1
4544,969,1
4545,719,1
4546,102,1
4547,664,1
4548,684,1
4549,515,1
4550,812,1
4551,874,1
4552,734,1
4553,972,1
4554,309,1
4555,48,1
4556,241,1
4557,136,1
4558,738,1
4559,55,1
4560,599,1
4561,650,1
4562,1013,0
4563,679,1
4564,227,1
4565,565,1
4566,633,1
4567,882,1
4568,251,1
4569,672,1
4570,890,1
4571,842,1
4572,295,1
4573,897,1
4574,803,1
4575,223,1
4576,426,1
4577,29,1
4578,717,1
4579,204,1
4580,926,1
4581,447,1
4582,572,1
4583,348,1
4584,578,1
4585,760,1
4586,452,1
4587,795,1
4588,482,1
4589,597,1
4590,286,1
4591,822,1
4592,673,1
4593,664,1
4594,374,1
4595,164,1
4596,875,1
4597,660,1
4598,285,1
4599,961,1
4600,363,1
4601,186,1
4602,467,1
4603,206,1
4604,490,1
4605,676,1
4606,626,1
4607,573,1
4608,833,1
4609,18,1
4610,360,1
4611,273,1
4612,338,1
4613,929,1
4614,761,1
4615,1005,0
4616,88,1
4617,833,1
4618,747,1
4619,805,1
4620,162,1
4621,366,1
4622,281,1
4623,796,1
4624,841,1
4625,456,1
4626,66,1
4627,737,1
4628,341,1
4629,18,1
4630,989,1
4631,358,1
4632,977,1
4633,415,1
4634,834,1
4635,913,1
4636,158,1
4637,938,1
4638,88,1
4639,40,1
4640,235,1
4641,1017,0
4642,476,1
4643,557,1
4644,184,1
4645,61,1
4646,336,1
4647,797,1
4648,956,1
4649,500,1
4650,854,1
4651,197,1
4652,980,1
4653,310,1
4654,420,1
4655,878,1
4656,804,1
4657,715,1
4658,88,1
4659,750,1
4660,470,1
4661,663,1
4662,372,1
4663,302,1
4664,394,1
4665,829,1
4666,330,1
4667,178,1
4668,71,1
4669,506,1
4670,668,1
4671,624,1
4672,681,1
4673,705,1
4674,753,1
4675,956,1
4676,330,1
4677,26,1
4678,412,1
4679,559,1
4680,515,1
4681,991,1
4682,34,1
4683,293,1
4684,841,1
4685,842,1
4686,877,1
4687,779,1
4688,331,1
4689,711,1
4690,398,1
4691,396,1
4692,178,1
4693,1018,0
4694,494,1
4695,256,1
4696,947,1
4697,930,1
4698,74,1
4699,131,1
4700,146,1
4701,866,1
4702,808,1
4703,588,1
4704,859,1
4705,728,1
4706,572,1
4707,178,1
4708,589,1
4709,511,1
4710,675,1
4711,556,1
4712,659,1
4713,272,1
4714,576,1
4715,348,1
4716,471,1
4717,687,1
4718,987,1
4719,351,1
4720,204,1
4721,473,1
4722,53,1
4723,375,1
4724,643,1
4725,1,1
4726,757,1
4727,517,1
4728,80,1
4729,102,1
4730,531,1
4731,854,1
4732,708,1
4733,332,1
4734,843,1
4735,888,1
4736,529,1
4737,626,1
4738,909,1
4739,582,1
4740,332,1
4741,87,1
4742,20,1
4743,588,1
4744,336,1
4745,304,1
4746,395,1
4747,793,1
4748,871,1
4749,205,1
4750,278,1
4751,902,1
4752,878,1
4753,617,1
4754,431,1
4755,468,1
4756,658,1
4757,668,1
4758,839,1
4759,770,1
4760,492,1
4761,369,1
4762,725,1
4763,880,1
4764,76,1
4765,981,1
4766,320,1
4767,347,1
4768,737,1
4769,347,1
4770,468,1
4771,949,1
4772,580,1
4773,341,1
4774,389,1
4775,742,1
4776,278,1
4777,613,1
4778,679,1
4779,1016,0
4780,246,1
4781,710,1
4782,599,1
4783,572,1
4784,626,1
4785,85,1
4786,169,1
4787,385,1
4788,501,1
4789,770,1
4790,352,1
4791,821,1
4792,815,1
4793,349,1
4794,769,1
4795,844,1
4796,515,1
4797,58,1
4798,378,1
4799,732,1
4800,355,1
4801,356,1
4802,35,1
4803,349,1
4804,399,1
4805,699,1
4806,989,1
4807,171,1
4808,810,1
4809,62,1
4810,768,1
4811,952,1
4812,444,1
4813,387,1
4814,824,1
4815,1001,0
4816,824,1
4817,930,1
4818,19,1
4819,583,1
4820,46,1
4821,235,1
4822,258,1
4823,54,1
4824,882,1
4825,823,1
4826,760,1
4827,9,1
4828,419,1
4829,780,1
4830,968,1
4831,98,1
4832,473,1
4833,105,1
4834,624,1
4835,778,1
4836,421,1
4837,23,1
4838,795,1
4839,845,1
4840,408,1
4841,852,1
4842,1024,0
4843,808,1
4844,244,1
4845,589,1
4846,326,1
4847,192,1
4848,622,1
4849,137,1
4850,937,1
4851,402,1
4852,728,1
4853,787,1
4854,889,1
4855,349,1
4856,41,1
4857,374,1
4858,496,1
4859,426,1
4860,505,1
4861,195,1
4862,840,1
4863,958,1
4864,341,1
4865,816,1
4866,907,1
4867,538,1
4868,143,1
4869,158,1
4870,754,1
4871,881,1
4872,779,1
4873,337,1
4874,326,1
4875,42,1
4876,890,1
4877,849,1
4878,161,1
4879,429,1
4880,88,1
4881,214,1
4882,82,1
4883,438,1
4884,752,1
4885,507,1
4886,159,1
4887,911,1
4888,108,1
4889,53,1
4890,675,1
4891,554,1
4892,566,1
4893,338,1
4894,230,1
4895,897,1
4896,159,1
4897,943,1
4898,314,1
4899,127,1
4900,1014,0
4901,150,1
4902,384,1
4903,495,1
4904,696,1
4905,430,1
4906,553,1
4907,342,1
4908,600,1
4909,642,1
4910,897,1
4911,54,1
4912,368,1
4913,263,1
4914,365,1
4915,964,1
4916,657,1
4917,370,1
4918,785,1
4919,685,1
4920,345,1
4921,399,1
4922,501,1
4923,526,1
4924,248,1
4925,329,1
4926,213,1
4927,794,1
4928,1025,0
4929,275,1
4930,803,1
4931,684,1
4932,387,1
4933,498,1
4934,553,1
4935,219,1
4936,427,1
4937,866,1
4938,839,1
4939,199,1
4940,415,1
4941,419,1
4942,659,1
4943,593,1
4944,843,1
4945,155,1
4946,599,1
4947,675,1
4948,541,1
4949,334,1
4950,153,1
4951,226,1
4952,809,1
4953,55,1
4954,541,1
4955,695,1
4956,909,1
4957,569,1
4958,872,1
4959,343,1
4960,633,1
4961,605,1
4962,83,1
4963,366,1
4964,988,1
4965,428,1
4966,537,1
4967,381,1
4968,525,1
4969,1006,0
4970,104,1
4971,952,1
4972,697,1
4973,342,1
4974,717,1
4975,557,1
4976,137,1
4977,931,1
4978,101,1
4979,934,1
4980,366,1
4981,610,1
4982,346,1
4983,781,1
4984,776,1
4985,544,1
4986,688,1
4987,921,1
4988,329,1
4989,927,1
4990,811,1
4991,984,1
4992,285,1
4993,496,1
4994,724,1
4995,605,1
4996,669,1
4997,527,1
4998,425,1
4999,1008,0
5000,156,1
5001,965,1
5002,390,1
5003,6,1
5004,425,1
5005,700,1
5006,555,1
5007,1018,0
5008,185,1
5009,619,1
5010,225,1
5011,921,1
5012,720,1
5013,6,1
5014,677,1
5015,818,1
5016,709,1
5017,364,1
5018,287,1
5019,849,1
5020,237,1
5021,501,1
5022,83,1
5023,425,1
5024,61,1
5025,408,1
5026,1006,0
5027,427,1
5028,904,1
5029,930,1
5030,801,1
5031,677,1
5032,131,1
5033,762,1
5034,253,1
5035,805,1
5036,33,1
5037,700,1
5038,105,1
5039,124,1
5040,506,1
5041,903,1
5042,6,1
5043,826,1
5044,105,1
5045,669,1
5046,29,1
5047,95,1
5048,744,1
5049,835,1
5050,805,1
5051,73,1
5052,85,1
5053,960,1
5054,936,1
5055,230,1
5056,186,1
5057,151,1
5058,976,1
5059,856,1
5060,518,1
5061,508,1
5062,681,1
5063,147,1
5064,735,1
5065,985,1
5066,510,1
5067,381,1
5068,174,1
5069,497,1
5070,795,1
5071,825,1
5072,833,1
5073,138,1
5074,903,1
5075,738,1
5076,321,1
5077,797,1
5078,977,1
5079,115,1
5080,930,1
5081,315,1
5082,664,1
5083,975,1
5084,788,1
5085,6,1
5086,597,1
5087,361,1
5088,663,1
5089,727,1
5090,559,1
5091,103,1
5092,708,1
5093,187,1
5094,377,1
5095,648,1
5096,808,1
5097,983,1
5098,683,1
5099,849,1
5100,471,1
5101,991,1
5102,462,1
5103,150,1
5104,626,1
5105,510,1
5106,523,1
5107,882,1
5108,654,1
5109,131,1
5110,882,1
5111,644,1
5112,1008,0
5113,725,1
5114,498,1
5115,521,1
5116,443,1
5117,301,1
5118,928,1
5119,131,1
5120,388,1
5121,505,1
5122,401,1
5123,526,1
5124,796,1
5125,66,1
5126,636,1
5127,649,1
5128,843,1
5129,755,1
5130,759,1
5131,963,1
5132,51,1
5133,367,1
5134,506,1
5135,400,1
5136,904,1
5137,868,1
5138,200,1
5139,592,1
5140,896,1
5141,2,1
5142,745,1
5143,123,1
5144,34,1
5145,329,1
5146,717,1
5147,717,1
5148,230,1
5149,142,1
5150,113,1
5151,15,1
5152,136,1
5153,125,1
5154,741,1
5155,903,1
5156,132,1
5157,726,1
5158,198,1
5159,196,1
5160,217,1
5161,41,1
5162,282,1
5163,126,1
5164,867,1
5165,244,1
5166,560,1
5167,359,1
5168,747,1
5169,519,1
5170,758,1
5171,365,1
5172,805,1
5173,976,1
5174,670,1
5175,485,1
5176,731,1
5177,567,1
5178,231,1
5179,528,1
5180,882,1
5181,710,1
5182,225,1
5183,137,1
5184,197,1
5185,137,1
5186,1003,0
5187,400,1
5188,159,1
5189,817,1
5190,614,1
5191,335,1
5192,198,1
5193,862,1
5194,855,1
5195,1015,0
5196,155,1
5197,658,1
5198,613,1
5199,959,1
5200,650,1
5201,56,1
5202,663,1
5203,961,1
5204,165,1
5205,678,1
5206,693,1
5207,121,1
5208,194,1
5209,614,1
5210,20,1
5211,748,1
5212,799,1
5213,993,1
5214,492,1
5215,653,1
5216,295,1
5217,73,1
5218,150,1
5219,852,1
5220,37,1
5221,0,1
5222,672,1
5223,635,1
5224,882,1
5225,199,1
5226,365,1
5227,434,1
5228,515,1
5229,372,1
5230,872,1
5231,964,1
5232,743,1
5233,676,1
5234,369,1
5235,252,1
5236,937,1
5237,463,1
5238,433,1
5239,895,1
5240,526,1
5241,623,1
5242,673,1
5243,180,1
5244,663,1
5245,451,1
5246,338,1
5247,51,1
5248,939,1
5249,641,1
5250,738,1
5251,758,1
5252,376,1
5253,785,1
5254,97,1
5255,262,1
5256,351,1
5257,545,1
5258,987,1
5259,364,1
5260,378,1
5261,487,1
5262,861,1
5263,237,1
5264,390,1
5265,181,1
5266,25,1
5267,798,1
5268,671,1
5269,302,1
5270,541,1
5271,371,1
5272,92,1
5273,162,1
5274,81,1
5275,287,1
5276,128,1
5277,552,1
5278,1004,0
5279,427,1
5280,670,1
5281,373,1
5282,1014,0
5283,199,1
5284,218,1
5285,654,1
5286,759,1
5287,218,1
5288,147,1
5289,547,1
5290,449,1
5291,671,1
5292,394,1
5293,908,1
5294,940,1
5295,318,1
5296,383,1
5297,476,1
5298,1,1
5299,268,1
5300,513,1
5301,1002,0
5302,425,1
5303,152,1
5304,979,1
5305,503,1
5306,889,1
5307,713,1
5308,862,1
5309,435,1
5310,945,1
5311,0,1
5312,689,1
5313,288,1
5314,249,1
5315,701,1
5316,301,1
5317,184,1
5318,125,1
5319,843,1
5320,398,1
5321,810,1
5322,721,1
5323,739,1
5324,737,1
5325,646,1
5326,114,1
5327,671,1
5328,449,1
5329,771,1
5330,586,1
5331,953,1
5332,866,1
5333,998,1
5334,652,1
5335,387,1
5336,815,1
5337,213,1
5338,7,1
5339,630,1
5340,844,1
5341,81,1
5342,157,1
5343,188,1
5344,46,1
5345,115,1
5346,264,1
5347,608,1
5348,736,1
5349,578,1
5350,328,1
5351,731,1
5352,183,1
5353,549,1
5354,900,1
5355,592,1
5356,130,1
5357,479,1
5358,756,1
5359,373,1
5360,115,1
5361,204,1
5362,434,1
5363,297,1
5364,905,1
5365,434,1
5366,352,1
5367,896,1
5368,842,1
5369,334,1
5370,509,1
5371,954,1
5372,466,1
5373,460,1
5374,766,1
5375,147,1
5376,30,1
5377,158,1
5378,92,1
5379,838,1
5380,986,1
5381,459,1
5382,332,1
5383,591,1
5384,17,1
5385,85,1
5386,423,1
5387,993,1
5388,796,1
5389,420,1
5390,127,1
5391,826,1
5392,889,1
5393,535,1
5394,976,1
5395,494,1
5396,812,1
5397,978,1
5398,798,1
5399,654,1
5400,1015,0
5401,797,1
5402,557,1
5403,102,1
5404,830,1
5405,670,1
5406,428,1
5407,3,1
5408,290,1
5409,704,1
5410,509,1
5411,995,1
5412,587,1
5413,526,1
5414,602,1
5415,188,1
5416,415,1
5417,914,1
5418,881,1
5419,996,1
5420,435,1
5421,1010,0
5422,776,1
5423,79,1
5424,654,1
5425,394,1
5426,271,1
5427,850,1
5428,445,1
5429,544,1
5430,889,1
5431,290,1
5432,132,1
5433,709,1
5434,777,1
5435,490,1
5436,960,1
5437,619,1
5438,258,1
5439,397,1
5440,1019,0
5441,576,1
5442,627,1
5443,208,1
5444,722,1
5445,71,1
5446,509,1
5447,881,1
5448,245,1
5449,531,1
5450,923,1
5451,132,1
5452,921,1
5453,769,1
5454,85,1
5455,568,1
5456,387,1
5457,654,1
5458,1007,0
5459,71,1
5460,370,1
5461,146,1
5462,962,1
5463,246,1
5464,945,1
5465,583,1
5466,292,1
5467,436,1
5468,732,1
5469,507,1
5470,949,1
5471,141,1
5472,899,1
5473,761,1
5474,812,1
5475,904,1
5476,7,1
5477,948,1
5478,568,1
5479,483,1
5480,110,1
5481,974,1
5482,303,1
5483,211,1
5484,256,1
5485,901,1
5486,705,1
5487,481,1
5488,1002,0
5489,525,1
5490,148,1
5491,421,1
5492,730,1
5493,507,1
5494,742,1
5495,102,1
5496,917,1
5497,429,1
5498,862,1
5499,725,1
5500,966,1
5501,1007,0
5502,839,1
5503,701,1
5504,523,1
5505,39,1
5506,260,1
5507,420,1
5508,838,1
5509,667,1
5510,645,1
5511,141,1
5512,758,1
5513,982,1
5514,11,1
5515,224,1
5516,684,1
5517,869,1
5518,189,1
5519,197,1
5520,704,1
5521,936,1
5522,786,1
5523,371,1
5524,995,1
5525,968,1
5526,90,1
5527,472,1
5528,900,1
5529,132,1
5530,1000,1
5531,324,1
5532,571,1
5533,625,1
5534,386,1
5535,718,1
5536,679,1
5537,210,1
5538,672,1
5539,785,1
5540,336,1
5541,466,1
5542,735,1
5543,787,1
5544,371,1
5545,730,1
5546,604,1
5547,749,1
5548,168,1
5549,627,1
5550,687,1
5551,93,1
5552,427,1
5553,83,1
5554,563,1
5555,957,1
5556,279,1
5557,729,1
5558,115,1
5559,972,1
5560,453,1
5561,13,1
5562,539,1
5563,435,1
5564,123,1
5565,411,1
5566,338,1
5567,647,1
5568,481,1
5569,472,1
5570,414,1
5571,441,1
5572,12,1
5573,387,1
5574,722,1
5575,913,1
5576,225,1
5577,987,1
5578,373,1
5579,23,1
5580,931,1
5581,941,1
5582,779,1
5583,613,1
5584,931,1
5585,785,1
5586,716,1
5587,318,1
5588,921,1
5589,628,1
5590,348,1
5591,957,1
5592,258,1
5593,124,1
5594,622,1
5595,861,1
5596,81,1
5597,499,1
5598,785,1
5599,317,1
5600,605,1
5601,191,1
5602,140,1
5603,915,1
5604,919,1
5605,598,1
5606,510,1
5607,751,1
5608,456,1
5609,896,1
5610,967,1
5611,814,1
5612,165,1
5613,992,1
5614,450,1
5615,2,1
5616,498,1
5617,573,1
5618,293,1
5619,224,1
5620,766,1
5621,169,1
5622,879,1
5623,74,1
5624,703,1
5625,33,1
5626,415,1
5627,825,1
5628,214,1
5629,987,1
5630,1017,0
5631,709,1
5632,718,1
5633,103,1
5634,165,1
5635,940,1
5636,611,1
5637,974,1
5638,718,1
5639,213,1
5640,217,1
5641,671,1
5642,14,1
5643,401,1
5644,420,1
5645,192,1
5646,147,1
5647,109,1
5648,126,1
5649,376,1
5650,543,1
5651,540,1
5652,216,1
5653,995,1
5654,163,1
5655,570,1
5656,734,1
5657,510,1
5658,441,1
5659,202,1
5660,661,1
5661,262,1
5662,584,1
5663,42,1
5664,655,1
5665,626,1
5666,761,1
5667,354,1
5668,763,1
5669,609,1
5670,149,1
5671,656,1
5672,466,1
5673,404,1
5674,537,1
5675,1018,0
5676,767,1
5677,265,1
5678,975,1
5679,119,1
5680,207,1
5681,848,1
5682,82,1
5683,680,1
5684,14,1
5685,371,1
5686,524,1
5687,283,1
5688,329,1
5689,768,1
5690,1011,0
5691,960,1
5692,184,1
5693,325,1
5694,272,1
5695,122,1
5696,313,1
5697,641,1
5698,707,1
5699,830,1
5700,245,1
5701,575,1
5702,17,1
5703,889,1
5704,370,1
5705,213,1
5706,308,1
5707,273,1
5708,139,1
5709,916,1
5710,577,1
5711,645,1
5712,788,1
5713,729,1
5714,384,1
5715,854,1
5716,735,1
5717,551,1
5718,533,1
5719,751,1
5720,600,1
5721,790,1
5722,717,1
5723,673,1
5724,590,1
5725,435,1
5726,112,1
5727,179,1
5728,810,1
5729,565,1
5730,53,1
5731,453,1
5732,707,1
5733,934,1
5734,68,1
5735,849,1
5736,919,1
5737,501,1
5738,80,1
5739,936,1
5740,493,1
5741,722,1
5742,204,1
5743,18,1
5744,663,1
5745,346,1
5746,27,1
5747,638,1
5748,244,1
5749,44,1
5750,340,1
5751,621,1
5752,443,1
5753,109,1
5754,490,1
5755,935,1
5756,761,1
5757,296,1
5758,652,1
5759,568,1
5760,664,1
5761,842,1
5762,660,1
5763,279,1
5764,811,1
5765,286,1
5766,466,1
5767,367,1
5768,342,1
5769,842,1
5770,543,1
5771,551,1
5772,728,1
5773,376,1
5774,119,1
5775,184,1
5776,279,1
5777,724,1
5778,250,1
5779,967,1
5780,352,1
5781,709,1
5782,202,1
5783,223,1
5784,581,1
5785,149,1
5786,922,1
5787,976,1
5788,27,1
5789,216,1
5790,200,1
5791,25,1
5792,340,1
5793,765,1
5794,822,1
5795,633,1
5796,81,1
5797,43,1
5798,393,1
5799,686,1
5800,434,1
5801,692,1
5802,435,1
5803,55,1
5804,557,1
5805,923,1
5806,301,1
5807,487,1
5808,837,1
5809,171,1
5810,363,1
5811,583,1
5812,1024,0
5813,406,1
5814,312,1
5815,453,1
5816,720,1
5817,906,1
5818,327,1
5819,817,1
5820,121,1
5821,76,1
5822,311,1
5823,826,1
5824,527,1
5825,371,1
5826,436,1
5827,692,1
5828,459,1
5829,558,1
5830,625,1
5831,862,1
5832,628,1
5833,83,1
5834,746,1
5835,8,1
5836,453,1
5837,8,1
5838,300,1
5839,152,1
5840,22,1
5841,95,1
5842,674,1
5843,544,1
5844,945,1
5845,359,1
5846,975,1
5847,953,1
5848,246,1
5849,310,1
5850,455,1
5851,204,1
5852,406,1
5853,691,1
5854,488,1
5855,520,1
5856,350,1
5857,655,1
5858,825,1
5859,623,1
5860,1002,0
5861,1019,0
5862,644,1
5863,827,1
5864,814,1
5865,791,1
5866,912,1
5867,479,1
5868,760,1
5869,842,1
5870,957,1
5871,688,1
5872,84,1
5873,251,1
5874,969,1
5875,350,1
5876,804,1
5877,38,1
5878,918,1
5879,23,1
5880,798,1
5881,90,1
5882,296,1
5883,377,1
5884,1000,1
5885,287,1
5886,998,1
5887,140,1
5888,251,1
5889,445,1
5890,334,1
5891,841,1
5892,534,1
5893,282,1
5894,547,1
5895,817,1
5896,26,1
5897,11,1
5898,867,1
5899,760,1
5900,535,1
5901,963,1
5902,840,1
5903,159,1
5904,740,1
5905,660,1
5906,923,1
5907,669,1
5908,360,1
5909,720,1
5910,339,1
5911,683,1
5912,164,1
5913,45,1
5914,324,1
5915,979,1
5916,148,1
5917,758,1
5918,669,1
5919,397,1
5920,55,1
5921,85,1
5922,997,1
5923,534,1
5924,627,1
5925,48,1
5926,676,1
5927,874,1
5928,34,1
5929,442,1
5930,784,1
5931,40,1
5932,536,1
5933,686,1
5934,148,1
5935,772,1
5936,482,1
5937,797,1
5938,155,1
5939,326,1
5940,384,1
5941,208,1
5942,412,1
5943,732,1
5944,1016,0
5945,347,1
5946,1001,0
5947,322,1
5948,244,1
5949,698,1
5950,1012,0
5951,237,1
5952,434,1
5953,70,1
5954,511,1
5955,989,1
5956,573,1
5957,203,1
5958,773,1
5959,289,1
5960,638,1
5961,343,1
5962,467,1
5963,761,1
5964,278,1
5965,714,1
5966,51,1
5967,325,1
5968,398,1
5969,801,1
5970,360,1
5971,176,1
5972,405,1
5973,182,1
5974,419,1
5975,830,1
5976,278,1
5977,668,1
5978,582,1
5979,981,1
5980,626,1
5981,368,1
5982,570,1
5983,523,1
5984,409,1
5985,789,1
5986,139,1
5987,245,1
5988,510,1
5989,403,1
5990,168,1
5991,135,1
5992,79,1
5993,713,1
5994,392,1
5995,275,1
5996,804,1
5997,779,1
5998,769,1
5999,669,1
6000,575,1
6001,169,1
6002,1020,0
6003,668,1
6004,594,1
6005,1016,0
6006,408,1
6007,1004,0
6008,652,1
6009,473,1
6010,535,1
6011,1001,0
6012,89,1
6013,532,1
6014,336,1
6015,837,1
6016,611,1
6017,758,1
6018,485,1
6019,761,1
6020,459,1
6021,473,1
